Date/Time,Open,High,Low,Close
2021-05-28 09:31:00,125.56,125.8,125.3,125.3
2021-05-28 09:32:00,125.32,125.32,124.95,125.0201
2021-05-28 09:33:00,125.03,125.1669,124.95,124.9999
2021-05-28 09:34:00,125,125.045,124.74,124.77
2021-05-28 09:35:00,124.77,124.88,124.58,124.8287
2021-05-28 09:36:00,124.82,124.89,124.59,124.85
2021-05-28 09:37:00,124.855,124.94,124.84,124.86
2021-05-28 09:38:00,124.87,124.94,124.82,124.9046
2021-05-28 09:39:00,124.905,124.95,124.8,124.895
2021-05-28 09:40:00,124.9,125.07,124.87,125.05
2021-05-28 09:41:00,125.055,125.12,124.99,125.01
2021-05-28 09:42:00,125.01,125.21,124.9,125.202
2021-05-28 09:43:00,125.205,125.35,125.18,125.31
2021-05-28 09:44:00,125.31,125.3477,125.1525,125.25
2021-05-28 09:45:00,125.25,125.29,125.18,125.24
2021-05-28 09:46:00,125.2499,125.35,125.23,125.3093
2021-05-28 09:47:00,125.31,125.38,125.18,125.25
2021-05-28 09:48:00,125.25,125.31,125.0482,125.145
2021-05-28 09:49:00,125.14,125.15,125,125.09
2021-05-28 09:50:00,125.08,125.195,125.06,125.18
2021-05-28 09:51:00,125.185,125.23,125.1255,125.15
2021-05-28 09:52:00,125.155,125.25,125.08,125.235
2021-05-28 09:53:00,125.245,125.28,125.21,125.26
2021-05-28 09:54:00,125.26,125.48,125.26,125.44
2021-05-28 09:55:00,125.45,125.4699,125.3544,125.41
2021-05-28 09:56:00,125.405,125.515,125.39,125.5001
2021-05-28 09:57:00,125.505,125.52,125.41,125.425
2021-05-28 09:58:00,125.42,125.49,125.41,125.47
2021-05-28 09:59:00,125.48,125.48,125.39,125.46
2021-05-28 10:00:00,125.46,125.59,125.44,125.44
2021-05-28 10:01:00,125.435,125.51,125.43,125.45
2021-05-28 10:02:00,125.4508,125.49,125.39,125.415
2021-05-28 10:03:00,125.42,125.4628,125.32,125.385
2021-05-28 10:04:00,125.39,125.425,125.27,125.38
2021-05-28 10:05:00,125.37,125.4,125.3401,125.385
2021-05-28 10:06:00,125.39,125.58,125.375,125.5686
2021-05-28 10:07:00,125.5692,125.575,125.48,125.4882
2021-05-28 10:08:00,125.49,125.51,125.45,125.5
2021-05-28 10:09:00,125.5,125.54,125.43,125.4382
2021-05-28 10:10:00,125.4371,125.5894,125.43,125.5887
2021-05-28 10:11:00,125.59,125.65,125.58,125.64
2021-05-28 10:12:00,125.645,125.65,125.54,125.54
2021-05-28 10:13:00,125.545,125.5752,125.44,125.44
2021-05-28 10:14:00,125.44,125.455,125.35,125.39
2021-05-28 10:15:00,125.385,125.55,125.38,125.4322
2021-05-28 10:16:00,125.435,125.5,125.43,125.5
2021-05-28 10:17:00,125.4992,125.63,125.495,125.61
2021-05-28 10:18:00,125.601,125.7,125.5903,125.695
2021-05-28 10:19:00,125.695,125.71,125.5822,125.61
2021-05-28 10:20:00,125.61,125.6171,125.42,125.435
2021-05-28 10:21:00,125.4445,125.4556,125.3358,125.425
2021-05-28 10:22:00,125.425,125.49,125.425,125.46
2021-05-28 10:23:00,125.4697,125.5,125.365,125.42
2021-05-28 10:24:00,125.42,125.43,125.3,125.315
2021-05-28 10:25:00,125.315,125.32,125.2,125.2475
2021-05-28 10:26:00,125.245,125.33,125.225,125.325
2021-05-28 10:27:00,125.31,125.32,125.18,125.185
2021-05-28 10:28:00,125.19,125.23,125.15,125.2
2021-05-28 10:29:00,125.205,125.23,125.16,125.1879
2021-05-28 10:30:00,125.1982,125.34,125.19,125.32
2021-05-28 10:31:00,125.32,125.42,125.32,125.4
2021-05-28 10:32:00,125.4088,125.4272,125.37,125.395
2021-05-28 10:33:00,125.395,125.43,125.31,125.315
2021-05-28 10:34:00,125.31,125.41,125.28,125.4054
2021-05-28 10:35:00,125.405,125.43,125.3801,125.42
2021-05-28 10:36:00,125.425,125.51,125.42,125.495
2021-05-28 10:37:00,125.49,125.55,125.4651,125.54
2021-05-28 10:38:00,125.54,125.6,125.535,125.5777
2021-05-28 10:39:00,125.5789,125.62,125.575,125.59
2021-05-28 10:40:00,125.5955,125.61,125.55,125.575
2021-05-28 10:41:00,125.57,125.6,125.52,125.545
2021-05-28 10:42:00,125.5401,125.58,125.53,125.53
2021-05-28 10:43:00,125.535,125.545,125.46,125.52
2021-05-28 10:44:00,125.52,125.52,125.39,125.4
2021-05-28 10:45:00,125.395,125.45,125.39,125.4387
2021-05-28 10:46:00,125.44,125.45,125.41,125.4101
2021-05-28 10:47:00,125.42,125.45,125.4,125.425
2021-05-28 10:48:00,125.44,125.445,125.36,125.36
2021-05-28 10:49:00,125.37,125.37,125.25,125.305
2021-05-28 10:50:00,125.31,125.34,125.2701,125.281
2021-05-28 10:51:00,125.29,125.35,125.285,125.32
2021-05-28 10:52:00,125.3226,125.3684,125.3226,125.3684
2021-05-28 10:53:00,125.36,125.38,125.33,125.3527
2021-05-28 10:54:00,125.36,125.3785,125.29,125.302
2021-05-28 10:55:00,125.31,125.33,125.275,125.275
2021-05-28 10:56:00,125.28,125.28,125.2,125.2409
2021-05-28 10:57:00,125.2472,125.26,125.15,125.16
2021-05-28 10:58:00,125.15,125.2255,125.14,125.15
2021-05-28 10:59:00,125.155,125.185,125.13,125.17
2021-05-28 11:00:00,125.18,125.2,125.16,125.16
2021-05-28 11:01:00,125.16,125.17,125.13,125.1528
2021-05-28 11:02:00,125.155,125.16,125.11,125.11
2021-05-28 11:03:00,125.12,125.13,124.975,125.01
2021-05-28 11:04:00,125.005,125.06,124.99,125.02
2021-05-28 11:05:00,125.015,125.035,124.88,124.91
2021-05-28 11:06:00,124.92,124.98,124.91,124.975
2021-05-28 11:07:00,124.9757,125.015,124.93,125.01
2021-05-28 11:08:00,125.015,125.03,124.95,125
2021-05-28 11:09:00,125.0099,125.085,125.005,125.07
2021-05-28 11:10:00,125.065,125.09,125.06,125.0601
2021-05-28 11:11:00,125.064,125.1,125.03,125.031
2021-05-28 11:12:00,125.034,125.04,124.99,124.99
2021-05-28 11:13:00,125,125.0292,124.96,125.0105
2021-05-28 11:14:00,125.02,125.03,124.98,124.9966
2021-05-28 11:15:00,125,125.015,124.96,125.0072
2021-05-28 11:16:00,125.002,125.01,124.93,124.93
2021-05-28 11:17:00,124.935,124.979,124.92,124.965
2021-05-28 11:18:00,124.966,124.99,124.94,124.975
2021-05-28 11:19:00,124.98,124.98,124.94,124.95
2021-05-28 11:20:00,124.9457,124.96,124.94,124.955
2021-05-28 11:21:00,124.9599,125.01,124.955,124.98
2021-05-28 11:22:00,124.9813,124.985,124.94,124.9527
2021-05-28 11:23:00,124.95,124.97,124.94,124.9688
2021-05-28 11:24:00,124.965,125.0099,124.96,125.005
2021-05-28 11:25:00,125.0034,125.08,125,125.04
2021-05-28 11:26:00,125.035,125.09,125.025,125.0679
2021-05-28 11:27:00,125.07,125.07,124.98,125.005
2021-05-28 11:28:00,125.005,125.005,124.95,124.99
2021-05-28 11:29:00,124.98,125.0755,124.9701,125.06
2021-05-28 11:30:00,125.0648,125.09,125.04,125.0511
2021-05-28 11:31:00,125.055,125.13,125.03,125.105
2021-05-28 11:32:00,125.1044,125.17,125.1,125.135
2021-05-28 11:33:00,125.135,125.16,125.12,125.145
2021-05-28 11:34:00,125.14,125.157,125.075,125.0938
2021-05-28 11:35:00,125.095,125.15,125.08,125.14
2021-05-28 11:36:00,125.145,125.145,125.08,125.125
2021-05-28 11:37:00,125.125,125.14,125.1,125.11
2021-05-28 11:38:00,125.1101,125.16,125.1047,125.15
2021-05-28 11:39:00,125.145,125.17,125.14,125.157
2021-05-28 11:40:00,125.16,125.16,125.13,125.155
2021-05-28 11:41:00,125.155,125.2,125.15,125.18
2021-05-28 11:42:00,125.18,125.21,125.16,125.1851
2021-05-28 11:43:00,125.189,125.1899,125.155,125.1601
2021-05-28 11:44:00,125.17,125.19,125.15,125.1555
2021-05-28 11:45:00,125.15,125.19,125.13,125.1819
2021-05-28 11:46:00,125.19,125.22,125.16,125.205
2021-05-28 11:47:00,125.2078,125.23,125.18,125.215
2021-05-28 11:48:00,125.215,125.22,125.16,125.165
2021-05-28 11:49:00,125.1603,125.18,125.14,125.1701
2021-05-28 11:50:00,125.18,125.19,125.11,125.135
2021-05-28 11:51:00,125.14,125.17,125.125,125.125
2021-05-28 11:52:00,125.1217,125.15,125.1,125.105
2021-05-28 11:53:00,125.11,125.13,125.09,125.1
2021-05-28 11:54:00,125.1,125.15,125.1,125.1334
2021-05-28 11:55:00,125.14,125.14,125.125,125.135
2021-05-28 11:56:00,125.135,125.205,125.13,125.205
2021-05-28 11:57:00,125.205,125.23,125.2,125.22
2021-05-28 11:58:00,125.225,125.2298,125.19,125.2199
2021-05-28 11:59:00,125.2199,125.23,125.19,125.195
2021-05-28 12:00:00,125.195,125.2,125.16,125.17
2021-05-28 12:01:00,125.175,125.2,125.1745,125.195
2021-05-28 12:02:00,125.1999,125.24,125.193,125.225
2021-05-28 12:03:00,125.225,125.26,125.21,125.2526
2021-05-28 12:04:00,125.26,125.27,125.22,125.2487
2021-05-28 12:05:00,125.2491,125.28,125.24,125.265
2021-05-28 12:06:00,125.265,125.31,125.2601,125.305
2021-05-28 12:07:00,125.305,125.32,125.29,125.3199
2021-05-28 12:08:00,125.315,125.365,125.3,125.36
2021-05-28 12:09:00,125.363,125.41,125.36,125.36
2021-05-28 12:10:00,125.3529,125.368,125.3001,125.3001
2021-05-28 12:11:00,125.305,125.35,125.3,125.3201
2021-05-28 12:12:00,125.325,125.3451,125.32,125.32
2021-05-28 12:13:00,125.3245,125.33,125.28,125.305
2021-05-28 12:14:00,125.305,125.33,125.3015,125.315
2021-05-28 12:15:00,125.317,125.33,125.281,125.2883
2021-05-28 12:16:00,125.2864,125.325,125.285,125.305
2021-05-28 12:17:00,125.305,125.3056,125.23,125.2699
2021-05-28 12:18:00,125.265,125.2699,125.22,125.227
2021-05-28 12:19:00,125.23,125.25,125.195,125.2441
2021-05-28 12:20:00,125.245,125.245,125.16,125.165
2021-05-28 12:21:00,125.165,125.1975,125.14,125.17
2021-05-28 12:22:00,125.16,125.19,125.15,125.185
2021-05-28 12:23:00,125.185,125.25,125.18,125.24
2021-05-28 12:24:00,125.24,125.32,125.24,125.305
2021-05-28 12:25:00,125.3061,125.31,125.26,125.27
2021-05-28 12:26:00,125.27,125.27,125.1907,125.2
2021-05-28 12:27:00,125.2051,125.215,125.17,125.215
2021-05-28 12:28:00,125.21,125.24,125.2,125.225
2021-05-28 12:29:00,125.23,125.24,125.1949,125.235
2021-05-28 12:30:00,125.235,125.24,125.19,125.21
2021-05-28 12:31:00,125.205,125.215,125.185,125.2
2021-05-28 12:32:00,125.201,125.22,125.19,125.205
2021-05-28 12:33:00,125.2017,125.21,125.16,125.165
2021-05-28 12:34:00,125.165,125.25,125.165,125.2499
2021-05-28 12:35:00,125.2499,125.3172,125.24,125.2505
2021-05-28 12:36:00,125.255,125.2775,125.22,125.225
2021-05-28 12:37:00,125.23,125.275,125.23,125.245
2021-05-28 12:38:00,125.245,125.29,125.24,125.2801
2021-05-28 12:39:00,125.275,125.32,125.26,125.3199
2021-05-28 12:40:00,125.31,125.31,125.27,125.275
2021-05-28 12:41:00,125.275,125.3,125.26,125.265
2021-05-28 12:42:00,125.265,125.27,125.24,125.2508
2021-05-28 12:43:00,125.25,125.255,125.214,125.245
2021-05-28 12:44:00,125.25,125.25,125.23,125.23
2021-05-28 12:45:00,125.24,125.27,125.23,125.235
2021-05-28 12:46:00,125.24,125.3,125.225,125.275
2021-05-28 12:47:00,125.275,125.29,125.26,125.275
2021-05-28 12:48:00,125.28,125.28,125.14,125.245
2021-05-28 12:49:00,125.25,125.255,125.21,125.251
2021-05-28 12:50:00,125.255,125.255,125.175,125.175
2021-05-28 12:51:00,125.19,125.2,125.162,125.195
2021-05-28 12:52:00,125.1998,125.235,125.19,125.225
2021-05-28 12:53:00,125.221,125.225,125.18,125.2
2021-05-28 12:54:00,125.2,125.2,125.14,125.15
2021-05-28 12:55:00,125.155,125.175,125.1421,125.15
2021-05-28 12:56:00,125.16,125.1963,125.15,125.175
2021-05-28 12:57:00,125.175,125.2185,125.17,125.2185
2021-05-28 12:58:00,125.21,125.2574,125.205,125.2574
2021-05-28 12:59:00,125.2518,125.2956,125.25,125.29
2021-05-28 13:00:00,125.3,125.36,125.2932,125.325
2021-05-28 13:01:00,125.32,125.328,125.291,125.291
2021-05-28 13:02:00,125.295,125.35,125.29,125.35
2021-05-28 13:03:00,125.355,125.3799,125.34,125.36
2021-05-28 13:04:00,125.365,125.37,125.31,125.3299
2021-05-28 13:05:00,125.325,125.35,125.31,125.315
2021-05-28 13:06:00,125.313,125.35,125.305,125.345
2021-05-28 13:07:00,125.345,125.35,125.25,125.265
2021-05-28 13:08:00,125.27,125.28,125.19,125.2315
2021-05-28 13:09:00,125.2339,125.255,125.19,125.2
2021-05-28 13:10:00,125.207,125.207,125.16,125.1601
2021-05-28 13:11:00,125.1646,125.19,125.16,125.17
2021-05-28 13:12:00,125.165,125.17,125.12,125.13
2021-05-28 13:13:00,125.135,125.16,125.09,125.1101
2021-05-28 13:14:00,125.1101,125.12,125.04,125.0503
2021-05-28 13:15:00,125.06,125.07,125.01,125.03
2021-05-28 13:16:00,125.035,125.04,124.97,124.985
2021-05-28 13:17:00,124.985,125.01,124.97,124.9825
2021-05-28 13:18:00,124.985,124.99,124.97,124.975
2021-05-28 13:19:00,124.975,125,124.9641,124.98
2021-05-28 13:20:00,124.9899,124.99,124.91,124.915
2021-05-28 13:21:00,124.915,124.917,124.86,124.875
2021-05-28 13:22:00,124.87,124.895,124.835,124.86
2021-05-28 13:23:00,124.855,124.88,124.85,124.86
2021-05-28 13:24:00,124.87,124.9,124.85,124.86
2021-05-28 13:25:00,124.865,124.93,124.83,124.925
2021-05-28 13:26:00,124.93,124.935,124.89,124.92
2021-05-28 13:27:00,124.915,124.95,124.9,124.935
2021-05-28 13:28:00,124.9314,124.95,124.86,124.9009
2021-05-28 13:29:00,124.905,124.905,124.83,124.84
2021-05-28 13:30:00,124.845,124.89,124.82,124.889
2021-05-28 13:31:00,124.89,124.975,124.8825,124.965
2021-05-28 13:32:00,124.965,124.97,124.93,124.96
2021-05-28 13:33:00,124.96,124.97,124.91,124.97
2021-05-28 13:34:00,124.97,124.975,124.93,124.9449
2021-05-28 13:35:00,124.9401,124.96,124.93,124.9431
2021-05-28 13:36:00,124.945,124.95,124.9,124.9085
2021-05-28 13:37:00,124.905,124.925,124.88,124.905
2021-05-28 13:38:00,124.905,124.91,124.88,124.8983
2021-05-28 13:39:00,124.9,124.92,124.79,124.835
2021-05-28 13:40:00,124.8375,124.84,124.775,124.81
2021-05-28 13:41:00,124.81,124.88,124.8,124.865
2021-05-28 13:42:00,124.865,124.89,124.86,124.88
2021-05-28 13:43:00,124.876,124.8899,124.84,124.88
2021-05-28 13:44:00,124.8802,124.9,124.87,124.88
2021-05-28 13:45:00,124.88,124.89,124.77,124.7874
2021-05-28 13:46:00,124.785,124.815,124.735,124.8062
2021-05-28 13:47:00,124.8,124.8067,124.76,124.78
2021-05-28 13:48:00,124.7799,124.78,124.74,124.75
2021-05-28 13:49:00,124.75,124.81,124.74,124.795
2021-05-28 13:50:00,124.7985,124.83,124.775,124.8231
2021-05-28 13:51:00,124.825,124.89,124.8226,124.89
2021-05-28 13:52:00,124.885,124.915,124.8642,124.9
2021-05-28 13:53:00,124.905,124.9389,124.9,124.9054
2021-05-28 13:54:00,124.9,124.9464,124.88,124.9464
2021-05-28 13:55:00,124.947,124.947,124.885,124.9001
2021-05-28 13:56:00,124.89,124.93,124.86,124.915
2021-05-28 13:57:00,124.915,124.92,124.86,124.885
2021-05-28 13:58:00,124.8882,124.905,124.8627,124.885
2021-05-28 13:59:00,124.89,124.89,124.85,124.87
2021-05-28 14:00:00,124.88,124.9015,124.82,124.8225
2021-05-28 14:01:00,124.8223,124.9,124.8118,124.875
2021-05-28 14:02:00,124.88,124.9176,124.8678,124.9
2021-05-28 14:03:00,124.9089,124.99,124.9,124.98
2021-05-28 14:04:00,124.985,125,124.97,124.98
2021-05-28 14:05:00,124.98,124.98,124.95,124.97
2021-05-28 14:06:00,124.96,124.9752,124.93,124.9752
2021-05-28 14:07:00,124.973,125.01,124.965,124.975
2021-05-28 14:08:00,124.97,124.976,124.9,124.96
2021-05-28 14:09:00,124.95,124.97,124.9122,124.9122
2021-05-28 14:10:00,124.92,124.9425,124.9,124.9
2021-05-28 14:11:00,124.9,124.92,124.86,124.905
2021-05-28 14:12:00,124.9072,124.97,124.9,124.9592
2021-05-28 14:13:00,124.9516,124.9799,124.95,124.965
2021-05-28 14:14:00,124.96,124.99,124.92,124.9499
2021-05-28 14:15:00,124.94,124.98,124.91,124.955
2021-05-28 14:16:00,124.96,124.995,124.96,124.98
2021-05-28 14:17:00,124.98,124.99,124.961,124.975
2021-05-28 14:18:00,124.9755,125.045,124.975,125.04
2021-05-28 14:19:00,125.04,125.0417,125,125.0282
2021-05-28 14:20:00,125.02,125.04,124.995,125.035
2021-05-28 14:21:00,125.035,125.05,125.015,125.0367
2021-05-28 14:22:00,125.0384,125.06,125.03,125.0311
2021-05-28 14:23:00,125.0354,125.04,124.95,124.9984
2021-05-28 14:24:00,124.9921,125.02,124.99,125.0082
2021-05-28 14:25:00,125,125.01,124.97,124.98
2021-05-28 14:26:00,124.9813,125.02,124.98,124.9933
2021-05-28 14:27:00,124.9971,125.07,124.9901,125.05
2021-05-28 14:28:00,125.055,125.06,125.03,125.0501
2021-05-28 14:29:00,125.06,125.09,125.05,125.075
2021-05-28 14:30:00,125.075,125.08,125.02,125.027
2021-05-28 14:31:00,125.03,125.055,125.02,125.0328
2021-05-28 14:32:00,125.0388,125.049,125.01,125.0122
2021-05-28 14:33:00,125.0123,125.028,124.992,125.015
2021-05-28 14:34:00,125.0101,125.0498,125.0101,125.0402
2021-05-28 14:35:00,125.04,125.05,125.02,125.038
2021-05-28 14:36:00,125.04,125.045,125.02,125.025
2021-05-28 14:37:00,125.0299,125.05,125.02,125.025
2021-05-28 14:38:00,125.025,125.0289,125,125.008
2021-05-28 14:39:00,125.01,125.0273,124.99,125.0224
2021-05-28 14:40:00,125.02,125.0391,125.01,125.025
2021-05-28 14:41:00,125.025,125.05,125.025,125.03
2021-05-28 14:42:00,125.02,125.03,125,125.0213
2021-05-28 14:43:00,125.025,125.04,125.012,125.04
2021-05-28 14:44:00,125.0429,125.08,125.04,125.065
2021-05-28 14:45:00,125.0601,125.09,125.0601,125.0816
2021-05-28 14:46:00,125.08,125.09,125.06,125.07
2021-05-28 14:47:00,125.07,125.11,125.065,125.095
2021-05-28 14:48:00,125.095,125.11,125.07,125.0786
2021-05-28 14:49:00,125.075,125.1073,125.075,125.095
2021-05-28 14:50:00,125.0999,125.11,125.09,125.105
2021-05-28 14:51:00,125.11,125.14,125.04,125.04
2021-05-28 14:52:00,125.04,125.05,125.01,125.035
2021-05-28 14:53:00,125.035,125.065,125.0301,125.035
2021-05-28 14:54:00,125.035,125.0736,125.03,125.0736
2021-05-28 14:55:00,125.0736,125.09,125.05,125.05
2021-05-28 14:56:00,125.055,125.1,125.055,125.093
2021-05-28 14:57:00,125.095,125.1,125.06,125.08
2021-05-28 14:58:00,125.08,125.09,125.045,125.0563
2021-05-28 14:59:00,125.051,125.105,125.051,125.0782
2021-05-28 15:00:00,125.075,125.075,125.015,125.07
2021-05-28 15:01:00,125.065,125.0679,125.01,125.015
2021-05-28 15:02:00,125.015,125.05,125,125.0401
2021-05-28 15:03:00,125.04,125.05,125.02,125.03
2021-05-28 15:04:00,125.0321,125.1,125.0321,125.0833
2021-05-28 15:05:00,125.085,125.09,125.06,125.075
2021-05-28 15:06:00,125.0737,125.11,125.07,125.0974
2021-05-28 15:07:00,125.09,125.096,125.065,125.065
2021-05-28 15:08:00,125.06,125.06,125.02,125.045
2021-05-28 15:09:00,125.045,125.06,125.02,125.05
2021-05-28 15:10:00,125.05,125.06,125,125.005
2021-05-28 15:11:00,125.005,125.01,124.93,124.94
2021-05-28 15:12:00,124.94,125.005,124.9325,125.0014
2021-05-28 15:13:00,125.0099,125.01,124.94,124.965
2021-05-28 15:14:00,124.965,124.97,124.95,124.9553
2021-05-28 15:15:00,124.955,125,124.94,124.945
2021-05-28 15:16:00,124.94,124.99,124.94,124.985
2021-05-28 15:17:00,124.99,125.025,124.99,125.015
2021-05-28 15:18:00,125.0177,125.08,125.015,125.045
2021-05-28 15:19:00,125.05,125.11,125.045,125.1
2021-05-28 15:20:00,125.1,125.11,125.06,125.06
2021-05-28 15:21:00,125.067,125.067,124.97,124.977
2021-05-28 15:22:00,124.975,125,124.97,124.985
2021-05-28 15:23:00,124.985,124.99,124.98,124.99
2021-05-28 15:24:00,124.985,124.99,124.96,124.9832
2021-05-28 15:25:00,124.98,124.98,124.96,124.975
2021-05-28 15:26:00,124.97,124.99,124.945,124.98
2021-05-28 15:27:00,124.985,125.065,124.985,125.0533
2021-05-28 15:28:00,125.06,125.09,125.06,125.06
2021-05-28 15:29:00,125.0613,125.09,125.04,125.0555
2021-05-28 15:30:00,125.055,125.0874,125.02,125.0801
2021-05-28 15:31:00,125.0817,125.12,125.07,125.075
2021-05-28 15:32:00,125.085,125.125,125,125.04
2021-05-28 15:33:00,125.035,125.06,125.0033,125.05
2021-05-28 15:34:00,125.05,125.08,125.0228,125.0248
2021-05-28 15:35:00,125.03,125.07,125.01,125.06
2021-05-28 15:36:00,125.065,125.1098,125.05,125.105
2021-05-28 15:37:00,125.11,125.14,125.08,125.1197
2021-05-28 15:38:00,125.12,125.14,125.1001,125.11
2021-05-28 15:39:00,125.11,125.12,125.09,125.1003
2021-05-28 15:40:00,125.1,125.12,125.085,125.105
2021-05-28 15:41:00,125.105,125.11,125.03,125.03
2021-05-28 15:42:00,125.0302,125.07,125.03,125.0541
2021-05-28 15:43:00,125.06,125.07,124.95,125.025
2021-05-28 15:44:00,125.0221,125.05,125.01,125.035
2021-05-28 15:45:00,125.04,125.08,125.03,125.045
2021-05-28 15:46:00,125.05,125.06,125.03,125.0585
2021-05-28 15:47:00,125.055,125.1,125.05,125.0901
2021-05-28 15:48:00,125.09,125.15,125.09,125.145
2021-05-28 15:49:00,125.145,125.16,125.13,125.1484
2021-05-28 15:50:00,125.15,125.17,124.98,125.0032
2021-05-28 15:51:00,125,125.01,124.94,124.96
2021-05-28 15:52:00,124.96,125,124.9,124.9006
2021-05-28 15:53:00,124.91,124.99,124.905,124.93
2021-05-28 15:54:00,124.94,125.01,124.7,124.76
2021-05-28 15:55:00,124.76,124.81,124.7,124.749
2021-05-28 15:56:00,124.7438,124.83,124.72,124.78
2021-05-28 15:57:00,124.78,124.86,124.7,124.7
2021-05-28 15:58:00,124.7078,124.73,124.62,124.63
